timestamp,web_response,throughput,apdex,aperrordex
2024-04-15 23:32:00,0.0077216939456131,3898.0,0.9996793227296048,0.000128270908158
2024-04-15 23:33:00,0.0083633373324824,3917.5,0.9997447351627312,0.0001276324186343
2024-04-15 23:34:00,0.0087093102930127,3993.0,0.999686952166291,0.0
2024-04-15 23:35:00,0.0082857326819491,3991.5,0.9998121007140172,0.0
2024-04-15 23:36:00,0.0108736432128719,3915.5,0.9994892095517812,0.0
2024-04-15 23:37:00,0.0122653220425968,3897.0,0.9991660251475494,0.0001283038234539
2024-04-15 23:38:00,0.009860706118087,3743.0,0.9989981298423724,0.0005343307507347
2024-04-15 23:39:00,0.0085173094748388,3646.5,0.9992458521870288,0.0004113533525298
2024-04-15 23:40:00,0.007935407027027,3700.0,0.9997972972972972,0.0
2024-04-15 23:41:00,0.0084811487738419,3670.0,0.9998637602179836,0.0
2024-04-15 23:42:00,0.0090905885714285,3500.0,0.9996428571428572,0.0002857142857142
2024-04-15 23:43:00,0.0095554628456221,3472.0,0.998919930875576,0.0005760368663594
2024-04-15 23:44:00,0.0100268941783768,3487.0,0.9988528821336392,0.0002867794665901
2024-04-15 23:45:00,0.0094710986745213,3395.0,0.9991163475699558,0.0
2024-04-15 23:46:00,0.0089248914728682,3354.0,0.999180083482409,0.000149075730471
2024-04-15 23:47:00,0.0083240334143377,3292.0,0.9992405832320778,0.0003037667071688
2024-04-15 23:48:00,0.007818753330271,3265.5,0.9993875363650284,0.0003062318174858
2024-04-15 23:49:00,0.0078556849144634,3215.0,0.9993779160186624,0.0003110419906687
2024-04-15 23:50:00,0.0081524302289118,3189.0,0.9992944496707432,0.000156788962057
2024-04-15 23:51:00,0.0087606277744451,3334.0,0.9994001199760048,0.0
2024-04-15 23:52:00,0.0091809762978042,3438.5,0.9993456449033008,0.0
2024-04-15 23:53:00,0.0089189544322344,3412.5,0.9991941391941392,0.0
2024-04-15 23:54:00,0.0122467242921013,3355.0,0.9985842026825632,0.0001490312965722
2024-04-15 23:55:00,0.0127527772611369,3333.5,0.9982750862456876,0.0002999850007499
2024-04-15 23:56:00,0.0089378440460574,3430.5,0.9990526162367002,0.0001457513481999
2024-04-15 23:57:00,0.0083485928541166,3540.5,0.9996469425222426,0.0
2024-04-15 23:58:00,0.0085184469444444,3600.0,0.9998611111111112,0.0
2024-04-15 23:59:00,0.0436313579223649,3619.5,0.9762398121287472,0.0178201409034397
2024-04-16 00:00:00,0.0424978418248873,3660.5,0.976301051768884,0.0177571370031416
2024-04-16 00:01:00,0.0093678527918781,3743.0,0.9997996259684744,0.0001335826876836
2024-04-16 00:02:00,0.0145738786809607,3684.5,0.9997285927534264,0.0001357036232867
2024-04-16 00:03:00,0.0124035818561001,3836.0,0.9997393117831074,0.0001303441084462
2024-04-16 00:04:00,0.0076437417761019,3845.5,1.0,0.0
2024-04-16 00:05:00,0.0107829162983425,3620.0,0.9995165745856354,0.0002762430939226
2024-04-16 00:06:00,0.0130625681191395,3626.0,0.9988968560397132,0.0002757859900717
2024-04-16 00:07:00,0.0094925338937093,3688.0,0.9991187635574836,0.0002711496746203
2024-04-16 00:08:00,0.0068472732659932,3712.5,0.9997306397306396,0.0002693602693602
2024-04-16 00:09:00,0.0070479586900394,3679.5,0.9999320559858677,0.0
2024-04-16 00:10:00,0.00759101977837,3564.5,0.9995791836162154,0.0002805442558563
2024-04-16 00:11:00,0.0075311178025851,3404.0,0.999412455934195,0.0004406580493537
2024-04-16 00:12:00,0.0086181911499096,3322.0,0.9996237206502108,0.0003010234798314
2024-04-16 00:13:00,0.008441139749702,3356.0,0.9997765196662692,0.0001489868891537
2024-04-16 00:14:00,0.006772865942568,3360.5,0.9995536378515102,0.0002975747656598
2024-04-16 00:15:00,0.0066648377403846,3328.0,0.9996243990384616,0.0003004807692307
2024-04-16 00:16:00,0.0066321561062472,3369.5,1.0,0.0
2024-04-16 00:17:00,0.0067049277811923,3254.0,1.0,0.0
2024-04-16 00:18:00,0.0066427417027417,3118.5,1.0,0.0
2024-04-16 00:19:00,0.0069850709117221,3109.5,0.9999196012220616,0.0
2024-04-16 00:20:00,0.0084397886204704,3146.0,0.999284806102988,0.0001589319771137
2024-04-16 00:21:00,0.0091169935116315,3159.5,0.9989713562272512,0.0001582528881152
2024-04-16 00:22:00,0.0084777522209659,3095.5,0.9993539008237764,0.0
2024-04-16 00:23:00,0.0077027568287808,3002.0,0.9997501665556296,0.0
2024-04-16 00:24:00,0.0070570785447126,2941.0,0.999744984699082,0.000170010200612
2024-04-16 00:25:00,0.0072560466621253,2936.0,0.9994891008174388,0.0001702997275204
2024-04-16 00:26:00,0.0075039397298233,2887.0,0.9995670245930032,0.0
2024-04-16 00:27:00,0.0067659872566371,2825.0,0.9998230088495575,0.0
2024-04-16 00:28:00,0.0061454960972953,2754.5,1.0,0.0
2024-04-16 00:29:00,0.0061592814526588,2698.5,1.0,0.0
2024-04-16 00:30:00,0.0063054731323722,2670.5,1.0,0.0
2024-04-16 00:31:00,0.0063972221379833,2638.0,0.9998104624715694,0.0001895375284306
2024-04-16 00:32:00,0.0069401515601783,2692.0,0.999535661218425,0.00018573551263
2024-04-16 00:33:00,0.0068883462026463,2758.5,0.9997281131049484,0.0
2024-04-16 00:34:00,0.0063860387710314,2734.0,1.0,0.0
2024-04-16 00:35:00,0.0063570384115791,2694.5,0.9998144368157358,0.0001855631842642
2024-04-16 00:36:00,0.0078297708597285,2762.5,0.999366515837104,0.0001809954751131
2024-04-16 00:37:00,0.0085595170566172,2799.5,0.9993748883729238,0.0
2024-04-16 00:38:00,0.0084542325750682,2747.5,0.9989990900818926,0.000181983621474
2024-04-16 00:39:00,0.0096205796996562,2763.5,0.9983716301791208,0.0001809299800977
2024-04-16 00:40:00,0.0100268875614898,2846.0,0.9985066760365424,0.0
2024-04-16 00:41:00,0.0091687963832376,2875.5,0.9987828203790644,0.0
2024-04-16 00:42:00,0.0089645210591789,2813.5,0.9986671405722408,0.0001777145903678
2024-04-16 00:43:00,0.008947334054834,2772.0,0.9986471861471862,0.0001803751803751
2024-04-16 00:44:00,0.0092436005093687,2748.5,0.9983627433145352,0.0
2024-04-16 00:45:00,0.0101239827213822,2778.0,0.9981101511879048,0.0
2024-04-16 00:46:00,0.0089299868010999,2727.5,0.9986251145737856,0.0
2024-04-16 00:47:00,0.0075511056418023,2641.0,0.9989587277546385,0.0
2024-04-16 00:48:00,0.0065733573596358,2636.0,0.9995257966616083,0.0
2024-04-16 00:49:00,0.0058285219885277,2615.0,1.0,0.0
2024-04-16 00:50:00,0.0058922033831628,2542.0,0.9999016522423289,0.0
2024-04-16 00:51:00,0.0058279770690014,2398.5,0.9998957681884512,0.0
2024-04-16 00:52:00,0.0055159939433268,2311.5,1.0,0.0
2024-04-16 00:53:00,0.0051885818807833,2323.5,0.9997848074026252,0.0002151925973746
2024-04-16 00:54:00,0.0056384872532894,2432.0,0.9997944078947368,0.0002055921052631
2024-04-16 00:55:00,0.0060480487313733,2483.0,1.0,0.0
2024-04-16 00:56:00,0.006355169564328,2444.5,0.9997954591941092,0.0002045408058907
2024-04-16 00:57:00,0.0077213995176848,2488.0,0.9994975884244373,0.000200964630225
2024-04-16 00:58:00,0.0075488198360327,2500.5,0.999500099980004,0.0001999600079984
2024-04-16 00:59:00,0.0067742874667757,2445.5,0.9994888570844408,0.0002044571662236
2024-04-16 01:00:00,0.0072860503746877,2402.0,0.9994796003330558,0.0
2024-04-16 01:01:00,0.006760468913544,2388.5,0.9997906635963996,0.0
2024-04-16 01:02:00,0.0064806300518134,2412.5,0.9998963730569947,0.0
2024-04-16 01:03:00,0.0067290911314984,2452.5,0.9998980632008156,0.0
2024-04-16 01:04:00,0.0063764571662236,2445.5,1.0,0.0
2024-04-16 01:05:00,0.0061345266484095,2373.5,0.9997893406361912,0.0002106593638087
2024-04-16 01:06:00,0.0065221513761467,2398.0,0.9996872393661383,0.000208507089241
2024-04-16 01:07:00,0.0064105330716388,2547.5,0.9998037291462216,0.0
2024-04-16 01:08:00,0.0062256606938619,2623.0,0.9998093785741518,0.0
2024-04-16 01:09:00,0.0063957811082626,2535.5,0.9999014001183198,0.0
2024-04-16 01:10:00,0.0067814224333815,2420.5,0.99958686221855,0.000206568890725
2024-04-16 01:11:00,0.0068259302325581,2408.0,0.9995847176079734,0.0002076411960132
2024-04-16 01:12:00,0.0065057791633145,2486.0,0.9998994368463396,0.0
2024-04-16 01:13:00,0.0066876336088154,2541.0,0.9998032270759544,0.0
2024-04-16 01:14:00,0.0063730273289447,2506.5,0.999900259325753,0.0
2024-04-16 01:15:00,0.0062256961414791,2488.0,0.9998995176848876,0.0
2024-04-16 01:16:00,0.0063261581414306,2453.5,0.9997962094966376,0.0
2024-04-16 01:17:00,0.0059033384484228,2346.0,0.9998934356351236,0.0
2024-04-16 01:18:00,0.005689761832061,2292.5,1.0,0.0
2024-04-16 01:19:00,0.0058202726685332,2321.5,1.0,0.0
2024-04-16 01:20:00,0.0057663053239255,2338.5,1.0,0.0
2024-04-16 01:21:00,0.0056933661060802,2319.0,1.0,0.0
2024-04-16 01:22:00,0.0057164634092416,2261.5,0.9998894539022772,0.0
2024-04-16 01:23:00,0.0057648304278922,2208.5,0.9997736019923024,0.0
2024-04-16 01:24:00,0.0058760315765033,2153.5,0.9998839099140934,0.0
2024-04-16 01:25:00,0.0058645184129246,2104.5,0.9997624138750296,0.0002375861249703
2024-04-16 01:26:00,0.0067498398318935,2141.5,0.999533037590474,0.000233481204763
2024-04-16 01:27:00,0.0065364700272479,2202.0,0.9997729336966394,0.0
2024-04-16 01:28:00,0.005637695458593,2246.0,1.0,0.0
2024-04-16 01:29:00,0.0057804513175524,2239.0,1.0,0.0
2024-04-16 01:30:00,0.0060110365225184,2231.5,1.0,0.0
2024-04-16 01:31:00,0.0062810477883974,2249.5,1.0,0.0
2024-04-16 01:32:00,0.0060380826483003,2250.5,1.0,0.0
2024-04-16 01:33:00,0.0056869838003502,2284.0,1.0,0.0
2024-04-16 01:34:00,0.0056294641690263,2295.5,1.0,0.0
2024-04-16 01:35:00,0.0058689079507278,2232.5,0.9998880179171332,0.0
2024-04-16 01:36:00,0.0060727977031802,2264.0,0.9985644876325088,0.0013250883392226
2024-04-16 01:37:00,0.0062816273291925,2254.0,0.9986690328305236,0.0013309671694764
2024-04-16 01:38:00,0.006316243287037,2160.0,1.0,0.0
2024-04-16 01:39:00,0.0062659513551077,2158.5,1.0,0.0
2024-04-16 01:40:00,0.0061472319515603,2147.0,1.0,0.0
2024-04-16 01:41:00,0.0063035476749647,2129.0,0.9998825739783936,0.0
2024-04-16 01:42:00,0.0067132809709182,2183.5,0.9997710098465766,0.0
2024-04-16 01:43:00,0.006850236016371,2199.0,0.9989768076398364,0.0004547521600727
2024-04-16 01:44:00,0.0082047140549273,2166.5,0.9983844911147012,0.0004615739672282
2024-04-16 01:45:00,0.0084541396957123,2169.0,0.9988473951129552,0.0
2024-04-16 01:46:00,0.0073967615082118,2161.5,0.9994216978949804,0.0
2024-04-16 01:47:00,0.0077363705419175,2159.0,0.9994210282538212,0.0
2024-04-16 01:48:00,0.0082727324971493,2192.5,0.9989737742303306,0.0
2024-04-16 01:49:00,0.0077614027232864,2166.5,0.9990768520655436,0.0
2024-04-16 01:50:00,0.0064332163265306,2205.0,0.9996598639455784,0.0
2024-04-16 01:51:00,0.0059760976784932,2283.0,1.0,0.0
2024-04-16 01:52:00,0.0061752915062287,2207.5,1.0,0.0
