,timestamp,value
0,2024-04-15 23:32:00,0.9996793227296049
1,2024-04-15 23:33:00,0.9997447351627313
2,2024-04-15 23:34:00,0.999686952166291
3,2024-04-15 23:35:00,0.9998121007140173
4,2024-04-15 23:36:00,0.9994892095517813
5,2024-04-15 23:37:00,0.9991660251475494
6,2024-04-15 23:38:00,0.9989981298423725
7,2024-04-15 23:39:00,0.9992458521870287
8,2024-04-15 23:40:00,0.9997972972972973
9,2024-04-15 23:41:00,0.9998637602179836
10,2024-04-15 23:42:00,0.9996428571428572
11,2024-04-15 23:43:00,0.9989199308755761
12,2024-04-15 23:44:00,0.9988528821336392
13,2024-04-15 23:45:00,0.9991163475699558
14,2024-04-15 23:46:00,0.999180083482409
15,2024-04-15 23:47:00,0.9992405832320778
16,2024-04-15 23:48:00,0.9993875363650283
17,2024-04-15 23:49:00,0.9993779160186625
18,2024-04-15 23:50:00,0.9992944496707432
19,2024-04-15 23:51:00,0.9994001199760048
20,2024-04-15 23:52:00,0.9993456449033009
21,2024-04-15 23:53:00,0.9991941391941392
22,2024-04-15 23:54:00,0.9985842026825633
23,2024-04-15 23:55:00,0.9982750862456877
24,2024-04-15 23:56:00,0.9990526162367002
25,2024-04-15 23:57:00,0.9996469425222426
26,2024-04-15 23:58:00,0.9998611111111111
27,2024-04-15 23:59:00,0.9762398121287471
28,2024-04-16 00:00:00,0.976301051768884
29,2024-04-16 00:01:00,0.9997996259684745
30,2024-04-16 00:02:00,0.9997285927534265
31,2024-04-16 00:03:00,0.9997393117831074
32,2024-04-16 00:04:00,1.0
33,2024-04-16 00:05:00,0.9995165745856354
34,2024-04-16 00:06:00,0.9988968560397132
35,2024-04-16 00:07:00,0.9991187635574837
36,2024-04-16 00:08:00,0.9997306397306397
37,2024-04-16 00:09:00,0.9999320559858677
38,2024-04-16 00:10:00,0.9995791836162154
39,2024-04-16 00:11:00,0.999412455934195
40,2024-04-16 00:12:00,0.9996237206502108
41,2024-04-16 00:13:00,0.9997765196662693
42,2024-04-16 00:14:00,0.9995536378515102
43,2024-04-16 00:15:00,0.9996243990384616
44,2024-04-16 00:16:00,1.0
45,2024-04-16 00:17:00,1.0
46,2024-04-16 00:18:00,1.0
